"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2008 General Election","SUSQUEHANNA","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","10,633","0","0","","","","","","","","",""
"2008 General Election","SUSQUEHANNA","President of the United States","StateWide","Independent","NADER                    , RALPH","191","0","0","","","","","","","","",""
"2008 General Election","SUSQUEHANNA","President of the United States","StateWide","Libertarian","BARR                     , BOB","81","0","0","","","","","","","","",""
"2008 General Election","TIOGA","President of the United States","StateWide","Democratic","OBAMA                    , BARACK","6,390","0","0","","","","","","","","",""
"2008 General Election","TIOGA","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","11,326","0","0","","","","","","","","",""
"2008 General Election","TIOGA","President of the United States","StateWide","Independent","NADER                    , RALPH","177","0","0","","","","","","","","",""
"2008 General Election","TIOGA","President of the United States","StateWide","Libertarian","BARR                     , BOB","91","0","0","","","","","","","","",""
"2008 General Election","UNION","President of the United States","StateWide","Democratic","OBAMA                    , BARACK","7,333","0","0","","","","","","","","",""
"2008 General Election","UNION","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","9,859","0","0","","","","","","","","",""
"2008 General Election","UNION","President of the United States","StateWide","Independent","NADER                    , RALPH","136","0","0","","","","","","","","",""
"2008 General Election","UNION","President of the United States","StateWide","Libertarian","BARR                     , BOB","72","0","0","","","","","","","","",""
"2008 General Election","VENANGO","President of the United States","StateWide","Democratic","OBAMA                    , BARACK","9,238","0","0","","","","","","","","",""
"2008 General Election","VENANGO","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","13,718","0","0","","","","","","","","",""
"2008 General Election","VENANGO","President of the United States","StateWide","Independent","NADER                    , RALPH","250","0","0","","","","","","","","",""
"2008 General Election","VENANGO","President of the United States","StateWide","Libertarian","BARR                     , BOB","101","0","0","","","","","","","","",""
"2008 General Election","WARREN","President of the United States","StateWide","Democratic","OBAMA                    , BARACK","8,537","0","0","","","","","","","","",""
"2008 General Election","WARREN","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","9,685","0","0","","","","","","","","",""
"2008 General Election","WARREN","President of the United States","StateWide","Independent","NADER                    , RALPH","222","0","0","","","","","","","","",""
"2008 General Election","WARREN","President of the United States","StateWide","Libertarian","BARR                     , BOB","73","0","0","","","","","","","","",""
"2008 General Election","WASHINGTON","President of the United States","StateWide","Democratic","OBAMA                    , BARACK","46,122","0","0","","","","","","","","",""
"2008 General Election","WASHINGTON","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","50,752","0","0","","","","","","","","",""
"2008 General Election","WASHINGTON","President of the United States","StateWide","Independent","NADER                    , RALPH","841","0","0","","","","","","","","",""
"2008 General Election","WASHINGTON","President of the United States","StateWide","Libertarian","BARR                     , BOB","332","0","0","","","","","","","","",""
"2008 General Election","WAYNE","President of the United States","StateWide","Democratic","OBAMA                    , BARACK","9,892","0","0","","","","","","","","",""
"2008 General Election","WAYNE","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","12,702","0","0","","","","","","","","",""
"2008 General Election","WAYNE","President of the United States","StateWide","Independent","NADER                    , RALPH","191","0","0","","","","","","","","",""
"2008 General Election","WAYNE","President of the United States","StateWide","Libertarian","BARR                     , BOB","50","0","0","","","","","","","","",""
"2008 General Election","WESTMORELAND","President of the United States","StateWide","Democratic","OBAMA                    , BARACK","72,721","0","0","","","","","","","","",""
"2008 General Election","WESTMORELAND","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","102,294","0","0","","","","","","","","",""
"2008 General Election","WESTMORELAND","President of the United States","StateWide","Independent","NADER                    , RALPH","1,301","0","0","","","","","","","","",""
"2008 General Election","WESTMORELAND","President of the United States","StateWide","Libertarian","BARR                     , BOB","557","0","0","","","","","","","","",""
"2008 General Election","WYOMING","President of the United States","StateWide","Democratic","OBAMA                    , BARACK","5,985","0","0","","","","","","","","",""
"2008 General Election","WYOMING","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","6,983","0","0","","","","","","","","",""
"2008 General Election","WYOMING","President of the United States","StateWide","Independent","NADER                    , RALPH","120","0","0","","","","","","","","",""
"2008 General Election","WYOMING","President of the United States","StateWide","Libertarian","BARR                     , BOB","50","0","0","","","","","","","","",""
"2008 General Election","YORK","President of the United States","StateWide","Democratic","OBAMA                    , BARACK","82,839","0","0","","","","","","","","",""
"2008 General Election","YORK","President of the United States","StateWide","Republican","MCCAIN                   , JOHN","109,268","0","0","","","","","","","","",""
"2008 General Election","YORK","President of the United States","StateWide","Independent","NADER                    , RALPH","1,372","0","0","","","","","","","","",""
"2008 General Election","YORK","President of the United States","StateWide","Libertarian","BARR                     , BOB","731","0","0","","","","","","","","",""
